LIPID NAME,Lipid n%,CHOL %,DSPE-PEG %,FRR,Org FR,Aq FR,TFR,CHIP,Size,PDI,Populations,Chain length 1,Unsatturation chain 1,Chain length 2,Unsatturation chain 2,Pressure at FRR1 TFR20,Pressure at FRR1 TFR 18,Pressure at FRR1 TFR 16,Chip Volume,Chip Surface Area,SMILES string
DMPC,75,20,5,0.33,2.64,5.36,8,SR,70.4,0.15,1,14,0,14,0,0.1,0.05,0.05,124,634.27,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,80,20,0,0.33,3.96,8.04,12,IG,69.42,0.24,1,14,0,14,0,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,75,20,5,0.33,3.3,6.7,10,ZZ,67.63,0.12,1,14,0,14,0,0.1,0.05,0.05,97.11,457.5,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,75,20,5,0.33,3.3,6.7,10,SR,67.61,0.15,1,14,0,14,0,0.1,0.05,0.05,124,634.27,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,80,20,0,0.2,2.4,9.6,12,IG,67.47,0.26,1,14,0,14,0,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,75,20,5,0.33,3.96,8.04,12,SR,65.77,0.14,1,14,0,14,0,0.1,0.05,0.05,124,634.27,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,95,0,5,0.5,6,6,12,IG,224.1,0.16,2,14,0,14,0,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,75,20,5,0.33,3.96,8.04,12,ZZ,64.83,0.1,1,14,0,14,0,0.1,0.05,0.05,97.11,457.5,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,100,0,0,0.5,6,6,12,SR,64.33,0.15,1,14,0,14,0,0.1,0.05,0.05,124,634.27,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,95,0,5,0.33,3.96,8.04,12,IG,59.88,0.11,1,14,0,14,0,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,95,0,5,0.33,2.64,5.36,8,ZZ,59.05,0.19,1,14,0,14,0,0.1,0.05,0.05,97.11,457.5,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,80,20,0,0.33,3.3,6.7,10,IG,58.83,0.23,1,14,0,14,0,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,95,0,5,0.33,3.3,6.7,10,ZZ,56.38,0.15,1,14,0,14,0,0.1,0.05,0.05,97.11,457.5,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,75,20,5,0.2,1.6,6.4,8,SR,56.15,0.19,1,14,0,14,0,0.1,0.05,0.05,124,634.27,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,80,20,0,0.33,2.64,5.36,8,IG,55.78,0.22,1,14,0,14,0,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,95,0,5,0.33,2.64,5.36,8,SR,55.03,0.16,1,14,0,14,0,0.1,0.05,0.05,124,634.27,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,100,0,0,0.33,2.64,5.36,8,ZZ,55.03,0.13,1,14,0,14,0,0.1,0.05,0.05,97.11,457.5,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,100,0,0,0.33,2.64,5.36,8,IG,54.57,0.25,1,14,0,14,0,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,75,20,5,0.2,2.4,9.6,12,SR,54.28,0.24,1,14,0,14,0,0.1,0.05,0.05,124,634.27,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,75,20,5,0.2,2,8,10,SR,54.2,0.21,1,14,0,14,0,0.1,0.05,0.05,124,634.27,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,100,0,0,0.33,3.3,6.7,10,IG,53.5,0.26,1,14,0,14,0,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,95,0,5,0.33,3.3,6.7,10,SR,53.44,0.14,1,14,0,14,0,0.1,0.05,0.05,124,634.27,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,95,0,5,0.33,3.96,8.04,12,ZZ,52.59,0.15,1,14,0,14,0,0.1,0.05,0.05,97.11,457.5,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,95,0,5,0.2,1.6,6.4,8,SR,52.16,0.18,1,14,0,14,0,0.1,0.05,0.05,124,634.27,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,75,20,5,0.2,1.6,6.4,8,ZZ,52.08,0.14,1,14,0,14,0,0.1,0.05,0.05,97.11,457.5,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,75,20,5,0.2,2,8,10,ZZ,51.94,0.14,1,14,0,14,0,0.1,0.05,0.05,97.11,457.5,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,100,0,0,0.33,3.3,6.7,10,ZZ,51.65,0.16,1,14,0,14,0,0.1,0.05,0.05,97.11,457.5,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,95,0,5,0.33,2.64,5.36,8,IG,51.43,0.11,1,14,0,14,0,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,95,0,5,0.2,1.6,6.4,8,ZZ,51.36,0.22,1,14,0,14,0,0.1,0.05,0.05,97.11,457.5,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,60,40,0,0.2,1.6,6.4,8,IG,51.06,0.22,1,14,0,14,0,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,95,0,5,0.33,3.3,6.7,10,IG,50.07,0.09,1,14,0,14,0,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,95,0,5,0.2,2,8,10,SR,50.03,0.17,1,14,0,14,0,0.1,0.05,0.05,124,634.27,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,75,20,5,0.2,2.4,9.6,12,ZZ,48.74,0.19,1,14,0,14,0,0.1,0.05,0.05,97.11,457.5,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,60,40,0,0.2,2,8,10,IG,48.26,0.17,1,14,0,14,0,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,100,0,0,0.33,3.96,8.04,12,ZZ,48.24,0.13,1,14,0,14,0,0.1,0.05,0.05,97.11,457.5,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,95,0,5,0.2,2.4,9.6,12,SR,48.04,0.17,1,14,0,14,0,0.1,0.05,0.05,124,634.27,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,100,0,0,0.33,2.64,5.36,8,SR,47.34,0.15,1,14,0,14,0,0.1,0.05,0.05,124,634.27,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,100,0,0,0.2,1.6,6.4,8,ZZ,46.38,0.18,1,14,0,14,0,0.1,0.05,0.05,97.11,457.5,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,100,0,0,0.33,3.3,6.7,10,SR,45.74,0.14,1,14,0,14,0,0.1,0.05,0.05,124,634.27,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,100,0,0,0.2,2,8,10,ZZ,45.09,0.18,1,14,0,14,0,0.1,0.05,0.05,97.11,457.5,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,60,40,0,0.2,2.4,9.6,12,IG,44.93,0.2,1,14,0,14,0,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,100,0,0,0.33,3.96,8.04,12,SR,44.03,0.14,1,14,0,14,0,0.1,0.05,0.05,124,634.27,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,95,0,5,0.2,2.4,9.6,12,ZZ,42.9,0.19,1,14,0,14,0,0.1,0.05,0.05,97.11,457.5,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,80,20,0,0.5,5,5,10,SR,42.37,0.26,1,14,0,14,0,0.1,0.05,0.05,124,634.27,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,100,0,0,0.2,2.4,9.6,12,ZZ,40.8,0.14,1,14,0,14,0,0.1,0.05,0.05,97.11,457.5,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,100,0,0,0.2,1.6,6.4,8,SR,40.7,0.2,1,14,0,14,0,0.1,0.05,0.05,124,634.27,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,100,0,0,0.2,2.4,9.6,12,SR,39.92,0.22,1,14,0,14,0,0.1,0.05,0.05,124,634.27,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DMPC,100,0,0,0.2,2,8,10,SR,39.72,0.2,1,14,0,14,0,0.1,0.05,0.05,124,634.27,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCC)=O)=O
DOPC,60,40,0,0.33,3.3,6.7,10,IG,81840,0.38,2,18,1,18,1,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)=O
DOPC,60,40,0,0.33,3.96,8.04,12,IG,35629,0.33,2,18,1,18,1,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)=O
DOPC,55,40,5,0.2,1.6,6.4,8,IG,109.78,0.28,2,18,1,18,1,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)=O
DOPC,100,0,0,0.2,2.4,9.6,12,IG,76.52,0.27,2,18,1,18,1,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)=O
DOPC,75,20,5,0.2,2,8,10,IG,56.84,0.27,2,18,1,18,1,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)=O
DOPC,75,20,5,0.2,1.6,6.4,8,IG,55.8,0.27,2,18,1,18,1,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)=O
DOPC,80,20,0,0.5,4,4,8,IG,510.2,0.26,2,18,1,18,1,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)=O
DOPC,100,0,0,0.33,2.64,5.36,8,IG,45.18,0.26,2,18,1,18,1,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)=O
DOPC,100,0,0,0.5,4,4,8,SR,230.4,0.18,1,18,1,18,1,0.1,0.05,0.05,124,634.27,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)=O
DOPC,100,0,0,0.5,5,5,10,SR,219.9,0.19,1,18,1,18,1,0.1,0.05,0.05,124,634.27,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)=O
DOPC,100,0,0,0.2,1.6,6.4,8,ZZ,53.05,0.25,2,18,1,18,1,0.1,0.05,0.05,97.11,457.5,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)=O
DOPC,100,0,0,0.33,3.3,6.7,10,IG,42.96,0.25,2,18,1,18,1,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)=O
DOPC,60,40,0,0.5,4,4,8,ZZ,187.63,0.2,1,18,1,18,1,0.1,0.05,0.05,97.11,457.5,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)=O
DOPC,60,40,0,0.2,2.4,9.6,12,IG,177.44,0.12,1,18,1,18,1,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)=O
DOPC,100,0,0,0.33,3.96,8.04,12,SR,165.43,0.12,1,18,1,18,1,0.1,0.05,0.05,124,634.27,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)=O
DOPC,100,0,0,0.33,3.96,8.04,12,ZZ,51.96,0.23,2,18,1,18,1,0.1,0.05,0.05,97.11,457.5,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)=O
DOPC,60,40,0,0.33,3.96,8.04,12,SR,114.84,0.14,1,18,1,18,1,0.1,0.05,0.05,124,634.27,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)=O
DOPC,60,40,0,0.5,5,5,10,ZZ,163.79,0.18,1,18,1,18,1,0.1,0.05,0.05,97.11,457.5,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)=O
DOPC,100,0,0,0.5,6,6,12,SR,159.85,0.19,1,18,1,18,1,0.1,0.05,0.05,124,634.27,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)=O
DOPC,60,40,0,0.5,4,4,8,SR,151.95,0.19,1,18,1,18,1,0.1,0.05,0.05,124,634.27,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)=O
DOPC,100,0,0,0.33,3.96,8.04,12,IG,41.54,0.24,2,18,1,18,1,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)=O
DOPC,60,40,0,0.2,2,8,10,IG,150.17,0.12,1,18,1,18,1,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)=O
DOPC,60,40,0,0.2,1.6,6.4,8,IG,147.03,0.12,1,18,1,18,1,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)=O
DOPC,60,40,0,0.5,6,6,12,IG,145.95,0.11,1,18,1,18,1,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)=O
DOPC,75,20,5,0.5,4,4,8,ZZ,144.98,0.27,1,18,1,18,1,0.1,0.05,0.05,97.11,457.5,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)=O
DOPC,75,20,5,0.5,4,4,8,IG,144.45,0.16,1,18,1,18,1,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)=O
DOPC,95,0,5,0.2,2.4,9.6,12,IG,54.88,0.24,2,18,1,18,1,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)=O
DOPC,95,0,5,0.2,1.6,6.4,8,IG,34.74,0.24,2,18,1,18,1,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)=O
DOPC,55,40,5,0.2,2,8,10,IG,44.94,0.24,2,18,1,18,1,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)=O
DOPC,75,20,5,0.5,6,6,12,IG,141.09,0.17,1,18,1,18,1,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)=O
DOPC,60,40,0,0.5,6,6,12,ZZ,140.43,0.26,1,18,1,18,1,0.1,0.05,0.05,97.11,457.5,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)=O
DOPC,60,40,0,0.33,3.96,8.04,12,ZZ,81.97,0.2,1,18,1,18,1,0.1,0.05,0.05,97.11,457.5,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)=O
DOPC,80,20,0,0.33,3.96,8.04,12,ZZ,66.76,0.22,1,18,1,18,1,0.1,0.05,0.05,97.11,457.5,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)=O
DOPC,80,20,0,0.33,3.96,8.04,12,SR,51.05,0.15,1,18,1,18,1,0.1,0.05,0.05,124,634.27,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)=O
DOPC,60,40,0,0.5,5,5,10,SR,137.84,0.18,1,18,1,18,1,0.1,0.05,0.05,124,634.27,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)=O
DOPC,75,20,5,0.5,5,5,10,IG,136.91,0.19,1,18,1,18,1,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)=O
DOPC,75,20,5,0.2,2.4,9.6,12,IG,42.55,0.23,2,18,1,18,1,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)=O
DOPC,95,0,5,0.33,2.64,5.36,8,IG,55.31,0.23,2,18,1,18,1,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)=O
DOPC,60,40,0,0.5,6,6,12,SR,133.18,0.17,1,18,1,18,1,0.1,0.05,0.05,124,634.27,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)=O
DOPC,55,40,5,0.5,6,6,12,ZZ,133.02,0.21,1,18,1,18,1,0.1,0.05,0.05,97.11,457.5,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)=O
DOPC,100,0,0,0.2,2.4,9.6,12,ZZ,53.79,0.22,2,18,1,18,1,0.1,0.05,0.05,97.11,457.5,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)=O
DOPC,95,0,5,0.5,5,5,10,ZZ,128.26,0.26,1,18,1,18,1,0.1,0.05,0.05,97.11,457.5,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)=O
DOPC,100,0,0,0.33,3.3,6.7,10,SR,167.86,0.11,1,18,1,18,1,0.1,0.05,0.05,124,634.27,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)=O
DOPC,95,0,5,0.33,3.3,6.7,10,IG,43.2,0.22,2,18,1,18,1,3.95,3.3,2.7,0.121,3.301,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)=O
DOPC,55,40,5,0.5,4,4,8,SR,122.55,0.23,1,18,1,18,1,0.1,0.05,0.05,124,634.27,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)=O
DOPC,100,0,0,0.33,3.3,6.7,10,ZZ,55.72,0.23,2,18,1,18,1,0.1,0.05,0.05,97.11,457.5,[O-]P(OCC[N+](C)(C)C)(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)=O
